hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
125417,I was happy that I was able to go to the grocery store and get what I want without overspending and without a fight from my significant other.,shopping|food,no,no,45,USA,f,married,n,24h,half_a_day
125429,My 9 month old daughter took her schedule nap today without any fussiness.,family,no,yes,33,USA,f,married,y,24h,at_least_one_hour
125437,My son and daughter cuddled with me in bed before we got up this morning.,family,yes,yes,37,USA,f,married,y,24h,all_day_im_still_feeling_it
125441,I bought a new dining table.,shopping,yes,no,28,USA,f,single,n,24h,all_day_im_still_feeling_it
125445,Travelling in my car listening to my favorite songs and radio stations with the windows down made me feel free and very happy to have the opportunity to have that experience,entertainment,yes,no,29,USA,m,married,n,24h,at_least_one_hour
125446,"My two dogs did not use the restroom in the house overnight, something they have been doing nightly since we moved to our new home.",animals,no,yes,32,USA,m,married,n,24h,at_least_one_hour
125448,I received texts and conversed with my girlfriend.,romance|conversation,yes,yes,22,CAN,m,single,n,24h,half_a_day
125450,I received a video message from one of my best friends yesterday.,conversation,yes,yes,33,USA,m,single,n,24h,a_few_minutes
125452,I opened a delicious bottle of wine and drank it with my dinner.,food,yes,no,63,USA,f,married,n,24h,at_least_one_hour
125458,My friends and I decided to go on a camping trip a week from tomorrow.,vacation,yes,yes,44,USA,m,single,n,24h,all_day_im_still_feeling_it
125488,I watched an episode of Fargo.,entertainment,yes,no,29,USA,m,single,n,24h,at_least_one_hour
125492,My students did a great job on their performance assessment today.,education,no,yes,34,USA,m,married,y,24h,at_least_one_hour
125503,My nephew gave me a hug and said he loved me.,family,no,yes,28,USA,f,married,n,24h,a_few_minutes
125505,My dad made dinner.,food|family,no,yes,24,USA,m,single,n,24h,at_least_one_hour
125518,There were actually cups in the pantry so I was able to make some tea.,food,yes,no,33,USA,f,single,n,24h,a_few_minutes
125519,I was happy when I stopped at my favorite restaurant for ribs.,food,yes,no,46,USA,m,divorced,n,24h,a_few_minutes
125524,Just this afternoon I got the chance to see the trailer for the new Super Mario Odyssey game and i was faced with child like excitement as i watched the new insane globe trotting 3D adventure this game will bring.,entertainment,yes,no,22,USA,m,single,n,24h,all_day_im_still_feeling_it
125533,I had some hot pizza.,food,yes,no,26,USA,f,single,y,24h,at_least_one_hour
125535,I walked the dog and had a great time listening to music and jogging while doing it.,exercise|entertainment,yes,no,26,USA,m,single,n,24h,at_least_one_hour
125545,I woke up to a loving text message from my friend Renee.,romance,no,yes,26,USA,m,single,n,24h,all_day_im_still_feeling_it
125547,I just found out that my total number of vacation days went up for the new fiscal year.,vacation,no,no,30,USA,m,single,n,24h,half_a_day
125559,I bought a new pair of shoes.,shopping,yes,no,24,USA,f,married,n,24h,all_day_im_still_feeling_it
125562,Daughter crushed swimming lessons,exercise,yes,yes,30,USA,m,married,y,24h,at_least_one_hour
125585,DOING SEX WITH MY GIRLS FRIEND EVERY DAY,romance,yes,yes,26,IND,m,married,n,24h,at_least_one_hour
125588,today my birthday relative in my home,party|family,yes,no,34,IND,f,single,n,24h,half_a_day
125594,Went to Watch the US open cup soccer match last night,entertainment,yes,no,51,USA,f,married,n,24h,half_a_day
125603,Yesterday night I saw a friend that I hadn't seen for months.,conversation,no,yes,26,USA,m,single,n,24h,half_a_day
125608,A surprise gift was given my wife makes me very happy,romance,no,yes,31,IND,m,married,y,24h,all_day_im_still_feeling_it
125609,"I went to grab some coffee and a donut with one of my best friends, we had a great time talking memories.",conversation|food,yes,yes,27,MEX,m,single,n,24h,at_least_one_hour
125612,I was able to exercise to work on my cardio.,exercise,yes,no,32,USA,m,single,n,24h,at_least_one_hour
125613,I finally finished a big project at work.,career,yes,no,24,USA,m,married,y,24h,at_least_one_hour
125619,I bought a new plant and have not had good luck with indoor plants surviving but i feel like I created a good experience this time and took extra effort in choosing the correct area and amount of daily sunlight for my new indoor ivy plant.,shopping,yes,no,43,USA,f,married,y,24h,at_least_one_hour
125625,My mom brought me a slice of pizza.,food|family,no,yes,24,USA,m,single,n,24h,a_few_minutes
125642,Having sex with my girlfriend.,romance,yes,yes,23,USA,m,single,n,24h,half_a_day
125673,An event that made me happy in the past 24 hours is getting breakfast in bed.,food,yes,no,30,USA,f,married,y,24h,NA
125692,My oldest son got a job today!,career,no,yes,37,USA,f,separated,y,24h,all_day_im_still_feeling_it
125703,The jewelers called and my wedding rings are ready to be picked up after being fixed.,conversation|romance,no,yes,28,USA,f,married,y,24h,half_a_day
125704,I had a delicious meal at my favorite restaurant.,food,yes,no,33,USA,m,married,n,24h,at_least_one_hour
125716,I ordered a pepperoni pizza.,food,yes,no,22,USA,m,single,n,24h,at_least_one_hour
125721,I ate a very good brownie.,food,yes,yes,25,USA,m,single,n,24h,a_few_minutes
125724,I spoke on the phone with a friend I hadn't heard from in a while,conversation,yes,yes,44,USA,f,single,n,24h,all_day_im_still_feeling_it
125737,My significant other told me a list of reasons why he loves me.,romance,no,yes,35,USA,f,single,y,24h,half_a_day
125738,"My girlfriend and step father had a conversation in which my step father referred to my girlfriend as ""part of the family now"".",conversation,no,yes,27,USA,m,single,y,24h,all_day_im_still_feeling_it
125742,My daughter was able to sleep through the night after some shots,family,no,yes,33,USA,m,married,y,24h,half_a_day
125744,"I shopped for and ordered a rebounder (mini trampoline) so that i have more options for exercise, thus increasing the amount of exercise that i will get.",shopping|exercise,yes,no,42,USA,m,single,n,24h,a_few_minutes
125760,I managed to install a new screen on a broken phone.,technology,yes,no,33,USA,m,married,n,24h,at_least_one_hour
125761,I had a small meal that consisted of sushi and fried rice yesterday late afternoon.,food,yes,no,43,USA,m,single,n,24h,half_a_day
125764,I was happy when I finished my first website.,entertainment,yes,no,32,USA,f,married,y,24h,a_few_minutes
125773,My boyfriend brought me frozen custard last night for dessert for no reason at all.,romance|food,no,yes,32,USA,f,single,n,24h,all_day_im_still_feeling_it
125774,"I finished season 4 of yu-gi-oh, which I've been watching for a long time.",entertainment,yes,no,25,USA,m,single,n,24h,at_least_one_hour
125780,I bought a website for my partner.,shopping,yes,yes,28,USA,f,married,n,24h,half_a_day
125785,I didn't have to go back to work after coming home mid day,career,no,no,34,USA,f,married,y,24h,at_least_one_hour
125811,My daughter set up for the first time today!,family,no,yes,30,USA,f,married,y,24h,all_day_im_still_feeling_it
125813,Watching my friend lose in a fighting video game.,entertainment,no,yes,26,USA,m,single,n,24h,a_few_minutes
125820,Yesterday my son tried to cheer me up and it worked.,family,no,yes,39,USA,f,married,y,24h,a_few_minutes
125833,I received money in a card from my aunt.,family,no,yes,23,USA,f,single,n,24h,at_least_one_hour
125839,Took my girlfriend to lunch.,romance|food,yes,yes,30,MKD,m,single,n,24h,half_a_day
125855,I won a sports bet in which I bet a significant amount of my disposable income.,entertainment,yes,no,28,USA,m,single,n,24h,a_few_minutes
125864,I enjoyed starting a new book I recently purchased.,shopping,yes,no,43,CAN,m,married,n,24h,at_least_one_hour
125873,Went to the park with my kids.,family,yes,yes,27,USA,f,married,y,24h,half_a_day
125890,My daughter made me lunch.,food,no,yes,38,USA,f,married,y,24h,at_least_one_hour
125901,I started learning a bellydance choreography in last night's class; it's a staple of the studio and actually takes some athleticism,education,yes,yes,23,USA,o,single,n,24h,at_least_one_hour
125922,"My run this morning was nice and cool because of the lake, it's extremely hot this time of year and the lake cooled it down.",exercise|weather,yes,no,26,USA,m,single,n,24h,a_few_minutes
125926,My friends asked me to hang out,conversation,no,yes,19,USA,m,single,n,24h,half_a_day
125929,My daughter got a haircut and she's thrilled with it; she can't stop smiling.,family,no,yes,39,USA,o,divorced,y,24h,all_day_im_still_feeling_it
125932,In the past 24 hours I went for a long drive with my friends to Pune n it was raining very heavily.,weather,yes,yes,35,IND,f,single,n,24h,half_a_day
125946,I work-shopped an essay and everyone enjoyed it.,career,yes,yes,32,USA,f,single,n,24h,all_day_im_still_feeling_it
125950,"My favorite author just released a new book, and I was able to get a copy right away, and so far it seems very good.",entertainment,yes,no,46,USA,m,single,n,24h,half_a_day
125960,I watched a movie with my boyfriend.,entertainment|romance,yes,yes,25,USA,f,single,n,24h,at_least_one_hour
125962,I used my free time to catch up with an old friend over drinks.,food|conversation,yes,yes,34,USA,f,single,n,24h,all_day_im_still_feeling_it
125966,Today I made it to kickboxing class in the afternoon instead of evening.,exercise,yes,no,26,USA,f,single,n,24h,half_a_day
125970,I played fetch with my dog for a little while after I got home from work.,animals,yes,no,20,USA,m,single,n,24h,a_few_minutes
125986,"Before leaving the office today, we were informed, to my surprise, that we will be allowed to work at home tomorrow, giving me an extra thirty plus minutes of sleep.",career,yes,yes,29,USA,m,single,n,24h,at_least_one_hour
125990,I had a cheeseburger and it was delicious.,food,yes,no,24,USA,m,married,n,24h,at_least_one_hour
126005,"My wife and I got some private time to ourselves this past Tuesday, and we went out and had a nice meal together.",romance|food|family,yes,yes,31,USA,m,married,n,24h,half_a_day
126022,WE HAD A SOCIAL PARTY AT WORK,career,yes,no,39,USA,m,married,y,24h,half_a_day
126025,We had a family Arrow marathon last night and it made me really happy to spend time together and bond over a show we all like.,entertainment|family,yes,yes,30,USA,f,married,y,24h,half_a_day
126031,Getting a text from my son while he is on vacation.,vacation|family,yes,yes,50,USA,f,married,y,24h,all_day_im_still_feeling_it
126032,I went for a walk with my husband and baby.,exercise|family,yes,yes,40,USA,f,married,y,24h,at_least_one_hour
126058,MY BABY GIRL JUST TURNED 17 AND GRADUATED HI SCHOOL,education,no,yes,45,USA,m,married,y,24h,all_day_im_still_feeling_it
126072,I was able to celebrate with my coworkers at lunch over my CPA certification,food|party|career,yes,yes,30,USA,m,married,n,24h,half_a_day
126086,I got myself an iced coffee and it was made exactly as I ordered it.,food,yes,no,33,USA,f,married,y,24h,at_least_one_hour
126098,I bought myself an oven pizza as a reward for studying hard,shopping|food,yes,no,25,USA,m,single,n,24h,at_least_one_hour
126106,"I got a phone call about a job interview, I am currently looking for work so it was exciting.",career,yes,no,22,USA,m,single,n,24h,all_day_im_still_feeling_it
126107,"My dog was upset, and she laid down by me for a while to comfort herself and felt better.",animals|family,no,no,51,USA,f,divorced,y,24h,half_a_day
126123,My neighbor's son had brain surgery and is doing well!,family,no,yes,40,USA,f,married,y,24h,all_day_im_still_feeling_it
126143,I sat with my father drinking bourbon and talking about life for an hour as the sunset.,conversation|family,yes,yes,38,USA,f,divorced,n,24h,at_least_one_hour
126144,I went for a walk with my wife.,romance,yes,yes,26,USA,f,married,y,24h,all_day_im_still_feeling_it
126148,"I had been searching for my birth certificate for months, and I finally found it yesterday.",career,yes,no,26,USA,f,widowed,y,24h,a_few_minutes
126167,Having delicious sourdough toast with butter and apple butter,food,yes,no,32,USA,m,married,n,24h,a_few_minutes
126205,I was looking at a video for first time owners of dogs and it made me happy because I would like to get a dog.,animals,yes,yes,31,USA,f,single,n,24h,a_few_minutes
126206,I played with my dog in the river.,entertainment|animals,yes,no,25,USA,f,single,n,24h,half_a_day
126217,"I watched TV after a long, busy work day.",entertainment|career,yes,no,22,USA,m,single,n,24h,at_least_one_hour
126257,I found a new friend to play Diablo 3 with online with my Xbox last night.,entertainment,yes,yes,29,USA,m,single,n,24h,at_least_one_hour
126273,I went to the movies and had a good time with family.,entertainment|family,yes,yes,26,USA,f,single,n,24h,half_a_day
126287,I got a book I ordered in the mail.,shopping,yes,no,30,USA,m,single,n,24h,at_least_one_hour
126298,I met my friends dog.,animals,yes,yes,27,USA,m,married,n,24h,a_few_minutes
126307,I enjoy catching my wife looked at me with a smile on her face.,family,yes,yes,68,USA,m,married,y,24h,all_day_im_still_feeling_it
126312,I made $40 on Mturk.,career,yes,no,21,USA,m,single,n,24h,half_a_day
126336,"My roommate's dog didn't bark at me when I walked through the front door, like it usually does.",animals,no,yes,26,USA,f,single,n,24h,a_few_minutes
126356,Yesterday night i went to my relatives marriage function and i was very happy to see all my old relatives with their family members.,family|party,yes,yes,35,IND,m,married,y,24h,half_a_day
126363,Enjoy a sunny day with my baby makes me happy.,weather,yes,no,35,USA,f,married,y,24h,half_a_day
126364,We watched Tommy Wiseau's The Room as a group and had a great time mocking the awful movie.,entertainment,yes,yes,22,USA,m,single,n,24h,at_least_one_hour
126369,I played with a dog in the park.,animals|exercise,yes,yes,27,USA,m,single,n,24h,a_few_minutes
126378,"Yesterday I played for an hour with my dog, river always puts me in a good mood",animals,yes,no,28,USA,f,single,n,24h,at_least_one_hour
126381,I watched some funny videos online.,entertainment,yes,no,40,USA,f,married,y,24h,at_least_one_hour
126382,I felt good today when I received a 10% discount in my credit card balance on a purchase I had 1 week ago.,shopping,yes,no,27,VEN,m,married,y,24h,a_few_minutes
126383,I got a lunch free lunch at the cafeteria.,food,no,no,43,USA,m,married,y,24h,at_least_one_hour
126385,My mother texted me a photo of my kitten hanging her paws off the top of the recliner in the den.,family|animals,no,yes,32,USA,f,single,n,24h,a_few_minutes
126386,Watching Netflix with my wife last night and just laughing over a beer,romance|entertainment|family,yes,yes,26,USA,m,married,n,24h,half_a_day
126390,The wind blowing my hair while I stuck my head out of the car's window.,weather,yes,no,25,USA,m,single,n,24h,a_few_minutes
126394,I talked with a friend through chat.,technology|conversation,yes,yes,31,USA,f,married,n,24h,at_least_one_hour
126395,I got through a new zone in my game I play that's been holding me back awhile.,entertainment,yes,no,30,USA,f,married,n,24h,a_few_minutes
126407,When I checked my turk account and seen I made 25 dollars yesterday completing tasks.,career,yes,yes,44,USA,f,married,y,24h,at_least_one_hour
126423,I got to talk to my mom on the phone.,conversation|technology|family,yes,yes,31,USA,m,divorced,n,24h,a_few_minutes
126430,Bought myself a new bike tire and tail light to ride at night,shopping,yes,no,28,USA,m,single,n,24h,at_least_one_hour
126433,My grandfather called me out of the blue and told me he got my father's day card.,family|conversation,no,yes,28,USA,m,single,n,24h,at_least_one_hour
126450,I made Las Vegas hotel reservations for this fall last night!,vacation,yes,no,33,USA,m,single,n,24h,at_least_one_hour
126456,"I finally had my new refrigerator delivered, and it looks fantastic!",shopping,yes,no,38,USA,m,married,y,24h,all_day_im_still_feeling_it
126459,My son learned to meow like a cat.,animals,no,yes,31,USA,f,married,y,24h,at_least_one_hour
126474,I made dinner and my husband said it was yummy,food|romance|family,yes,yes,29,USA,f,married,n,24h,at_least_one_hour
126485,I started watching an anime that is very entertaining so far.,entertainment,yes,no,21,CAN,m,single,n,24h,at_least_one_hour
126504,i helped my son for doing his project.,education|family,yes,yes,29,IND,f,married,y,24h,a_few_minutes
126517,I was happy when I didn't have to do some of my job work at home.,career,yes,no,51,USA,f,married,y,24h,a_few_minutes
126532,Our son was yelling my name this morning to get him out of his crib.,family,no,yes,31,USA,m,married,y,24h,at_least_one_hour
126573,I am still not feeling the greatest right now but my cats are snuggled on me while I work.,animals,yes,no,24,USA,o,single,n,24h,at_least_one_hour
126589,Cycling with my family,family,yes,yes,27,USA,m,married,y,24h,a_few_minutes
126600,I had a few tasks to do for Lionbridge today and that made me very happy because lately I have not been getting any work from them.,career,yes,yes,33,USA,f,divorced,y,24h,a_few_minutes
126631,I ate a delicious dinner.,food,yes,no,20,USA,m,single,n,24h,at_least_one_hour
126645,I realized it's almost payday for my second job and it's gonna pull me out of the past due status on an important bill.,career,yes,no,45,USA,f,married,y,24h,all_day_im_still_feeling_it
126648,"I learned that Caitlin, my girlfriend, will be making my favorite dinner tonight as a way of saying thank you for some difficult work decisions I've helped guide her through over the past couple of weeks.",food|romance,no,yes,31,USA,m,married,n,24h,half_a_day
126651,My cat was cute and I got a nice picture of her.,animals,yes,yes,22,USA,f,single,n,24h,a_few_minutes
126658,I watched a movie I enjoy on television.,entertainment,yes,no,28,USA,m,single,n,24h,at_least_one_hour
126664,I got a free junior frosty (ice cream) from a fast food restaurant.,food,yes,yes,48,USA,f,single,n,24h,at_least_one_hour
126693,I did some side work and got paid very well.,career,yes,no,35,USA,m,single,n,24h,half_a_day
126713,Talking to other people,conversation,yes,yes,54,USA,f,divorced,y,24h,at_least_one_hour
126714,"My husband came home from work on time last night, which was awesome because I knew we would be pressed for time.",romance|family,no,yes,35,USA,f,married,y,24h,a_few_minutes
126717,Bought my girlfriend some items from Amazon that she was eager to buy.,shopping|romance,yes,yes,25,VEN,m,single,n,24h,at_least_one_hour
126733,I started learning some new web development stuff and started feeling comfortable with some of the stuff I had kinda only hacked together previously.,education,yes,no,27,USA,m,single,y,24h,all_day_im_still_feeling_it
126740,Weighing myself this morning and seeing that my diet has been working and I am slowly losing weight for summer.,exercise,yes,no,34,USA,f,married,n,24h,half_a_day
126742,My daughter getting her ears pierced,family,no,yes,33,USA,m,married,y,24h,a_few_minutes
126744,I chatted with a friend and made some jokes about things which lightened the heavy mood she was in.,conversation,yes,yes,42,USA,m,single,n,24h,a_few_minutes
126760,My wife made pizza for dinner.,food,no,yes,33,USA,m,married,n,24h,at_least_one_hour
126768,Made some tea.,food,yes,no,24,USA,m,single,n,24h,at_least_one_hour
126813,Seeing the announcement of the Mayweather vs. Mcgregor fight.,entertainment,no,no,26,USA,m,single,n,24h,at_least_one_hour
126817,I got 20% off of wine at my favorite store.,food,yes,yes,42,USA,f,married,y,24h,at_least_one_hour
126829,Celebrating two birthday in the same week with my family,party,no,yes,35,USA,o,single,y,24h,half_a_day
126830,My wife has been called for a job interview and it looks promising.,career|family,no,yes,41,USA,m,married,y,24h,half_a_day
126836,I ate ice cream.,food,yes,no,42,USA,f,married,n,24h,a_few_minutes
126845,Had a fun dinner with friends.,food,yes,yes,44,USA,m,single,y,24h,at_least_one_hour
126885,I found a job posting for a position that very closely matches my current position and it at a company located in the city I want to move to.,career,yes,no,33,USA,m,single,n,24h,all_day_im_still_feeling_it
126889,I made plans to visit my parents this weekend for the first time since moving 1 month ago.,family,yes,yes,25,USA,f,single,n,24h,all_day_im_still_feeling_it
126926,My sister came home from school,family|education,no,yes,19,USA,m,single,n,24h,a_few_minutes
126929,My eldest daughter took her little sister shopping yesterday for her birthday and they had a great time together.,party,no,yes,39,USA,o,divorced,y,24h,all_day_im_still_feeling_it
126934,I bought myself some food I particularly enjoyed.,food|shopping,yes,no,23,USA,f,single,n,24h,a_few_minutes
126946,My girlfriend sent me a sexy text,romance,no,yes,32,USA,f,single,n,24h,all_day_im_still_feeling_it
126948,I was happy when I got to sit on my porch and read a book for a few minutes.,entertainment,yes,no,47,USA,f,married,n,24h,a_few_minutes
126957,I went for my first swim of the summer in my pool.,exercise,yes,no,30,USA,f,single,n,24h,all_day_im_still_feeling_it
126958,"I made and ate some samosas, and they turned out really good.",food,yes,no,24,USA,f,single,n,24h,at_least_one_hour
126963,My son is not as sick as we thought he was yesterday when we took him to the dr so I was extremely happy to hear good news.,family,no,yes,34,USA,f,married,y,24h,all_day_im_still_feeling_it
126974,I talked to a good friend online today and it made me pretty happy.,conversation,yes,yes,36,USA,f,married,y,24h,at_least_one_hour
126979,My husband and I spend the evening together and it was very soothing to talk with him caressing my hair.,family|romance|conversation,yes,yes,47,USA,f,married,n,24h,at_least_one_hour
126991,Yesterday my son graduated from elementary school.,education,no,yes,39,USA,m,married,y,24h,all_day_im_still_feeling_it
127000,My nephew texted me just to say hello and that he loved me.,family|conversation,no,yes,42,USA,f,single,n,24h,at_least_one_hour
127005,I finally was able to afford a collectible I have been saving for.,shopping,yes,no,31,USA,m,married,n,24h,at_least_one_hour
127006,My father came into town for Father's Day and we got dinner,food|family,no,yes,24,USA,m,single,n,24h,half_a_day
127009,I was able to root my holy basil trimmings.,food,yes,no,37,USA,m,single,n,24h,half_a_day
127015,I received a video game as a free gift.,entertainment,no,no,37,USA,m,single,n,24h,a_few_minutes
127017,Reading makes me happy because I get to detach from the world and focus on the story I'm reading.,entertainment,yes,no,25,USA,f,married,y,24h,at_least_one_hour
127018,My cat snuggled up to me in the morning.,animals,no,no,27,USA,f,single,n,24h,at_least_one_hour
127023,I found out that because we have been safe at work that we will be getting free coffee tomorrow.,career,no,yes,30,USA,m,single,n,24h,at_least_one_hour
127034,"I got a call from an old friend that I haven't heard from in a while,.",conversation,no,yes,65,USA,m,married,y,24h,at_least_one_hour
127037,My youngest son gave my oldest son a big hug and said sorry after scratching him.,family,no,yes,38,USA,m,married,y,24h,a_few_minutes
127041,I got paid this morning.,career,no,no,19,USA,m,single,n,24h,all_day_im_still_feeling_it
127044,I watched some television after work.,entertainment,yes,no,23,USA,f,single,n,24h,a_few_minutes
127068,I made my mother laugh with a practical joke.,family,yes,yes,32,USA,m,married,y,24h,at_least_one_hour
127072,I was promoted at my job over the CPA certification,career,no,no,30,USA,m,married,n,24h,all_day_im_still_feeling_it
127093,I had an appointment with the midwife and got to hear my babies heart beat.,conversation,yes,yes,30,CAN,f,married,y,24h,half_a_day
127101,"Completing this week's homework assignment for an online class I'm taking made me happy, as it's a topic I find difficult yet interesting.",education,yes,no,26,USA,m,single,n,24h,at_least_one_hour
127113,"My kids were staying with their grandmother last night, so it may not seem like a big thing, but I got to sleep in for an extra hour this morning, and if you have kids, that is enough to make you  happy.",family,yes,yes,30,USA,m,single,y,24h,at_least_one_hour
127137,I was able to go to the store by myself without my child.,shopping,yes,yes,35,USA,f,divorced,y,24h,all_day_im_still_feeling_it
127167,Watching Master of None on Netflix,entertainment,yes,no,32,USA,m,married,n,24h,at_least_one_hour
127186,I had a good workout at the gym,exercise,yes,no,26,USA,m,single,n,24h,at_least_one_hour
127208,My niece graduated college.,education,no,yes,41,USA,m,married,n,24h,all_day_im_still_feeling_it
127225,I thought of a way to improve the novella I'm writing.,career|education,yes,no,45,USA,f,single,n,24h,a_few_minutes
127237,My husband getting a raise,romance|family|career,no,yes,26,USA,f,married,y,24h,all_day_im_still_feeling_it
127241,I got accepted to work in Amazon Mechanical Turk.,career,no,no,38,USA,m,single,n,24h,a_few_minutes
127277,I stayed up watching a movie with my husband.,entertainment|family,yes,yes,27,USA,f,married,y,24h,all_day_im_still_feeling_it
127297,MY BIRTHDAY PARTY CELEBRATION,party,yes,yes,31,IND,f,married,y,24h,at_least_one_hour
127300,MY BIRTHDAY PARTY CELEBRATION,party,yes,yes,32,IND,f,married,y,24h,at_least_one_hour
127304,MY BIRTHDAY PARTY CELEBRATION,party,yes,yes,32,IND,m,married,y,24h,NA
127306,MY BIRTHDAY PARTY CELEBRATION,party,yes,yes,32,IND,f,married,y,24h,half_a_day
127316,MY FRIEND BIRTH DAY,party,no,yes,30,IND,m,single,n,24h,all_day_im_still_feeling_it
127321,MY FRIEND BIRTH DAY,party,no,yes,32,IND,m,married,y,24h,all_day_im_still_feeling_it
127322,I was happy when I scored a perfect 10/10 on my quiz this morning.,education,yes,no,25,USA,m,single,n,24h,a_few_minutes
127323,"I was happy that I have the entire week off from work, I can relax.",career|vacation,yes,no,23,USA,m,single,n,24h,all_day_im_still_feeling_it
127324,The family took a vacation to Kalahari.,vacation|family,no,yes,29,USA,f,married,y,24h,NA
127327,MY FRIEND BIRTH DAY,party,no,yes,34,IND,m,married,y,24h,half_a_day
127334,MY FRIEND MARRIAGE PARTY,party,no,yes,23,IND,m,single,n,24h,at_least_one_hour
127347,LAST SUMMER HOLIDAYS WAS AN UNFORGETTABLE EXPERIENCE.MY FRIEND ALWAYS ENJOYED MANY PLACES.WE ENJOYED OUR EXCURSION WITH ENJOY AND BEAUTIFUL.I AM REMEMBER THAT SO EXCITING IN MY LIFE.,vacation,yes,yes,24,IND,f,single,n,24h,at_least_one_hour
127349,I finished my class for the week,education,yes,no,36,USA,f,single,n,24h,half_a_day
127350,"THE HAPPIEST MOVEMENT IS CHARGE TO PERSON TO PERSON AND TIME TO TIME , AS FOR AS REGARDING MY HAPPIEST MOVEMENT IS CONCERNED WHEN I COMPLETED MY HIGH SCHOOL , IT IS DEFINITELY AN UNFORGETTABLE MOVEMENT FOR ME ALL MY FAMILY MEMBERS WAS WAITING MY RESULT , IT WAS JUST MOMENTUM MOVEMENT.",education,yes,yes,25,IND,m,single,n,24h,a_few_minutes
127360,Morning coffee that something really tasted good today .,food,no,no,29,IND,m,single,n,24h,a_few_minutes
127371,I bought a new laptop.,technology|shopping,yes,no,26,USA,m,married,n,24h,all_day_im_still_feeling_it
127391,I had some pizza for dinner with my favorite topping.,food,yes,no,33,USA,m,single,n,24h,at_least_one_hour
127392,I completed a project that I have been doing for three months at work.,career,yes,no,31,USA,m,married,y,24h,all_day_im_still_feeling_it
127396,I GOT A PHONE CALL FROM A COMPONY ASKING ME TO JOIN NEXT WEEK,career|conversation,no,no,22,IND,m,single,n,24h,at_least_one_hour
127400,I WENT TO SHOPPING,shopping,yes,no,27,IND,f,single,n,24h,at_least_one_hour
127404,I WENT TO SHOPPING,shopping,yes,no,24,IND,m,married,y,24h,half_a_day
127406,I WENT TO SHOPPING,shopping,yes,no,27,IND,m,married,n,24h,at_least_one_hour
127408,I WENT TO TEMPLE,religion,yes,no,23,IND,f,single,n,24h,at_least_one_hour
127414,I am a supervisor of my manufacturing company.i have a good qualification and hard worker so my company gives promotion for my hard work.it is very happy moment in my life.i feel very proud about my self.it makes lot of goodness in my career.,career,yes,no,25,IND,f,single,n,24h,all_day_im_still_feeling_it
127418,I WENT TO TEMPLE,religion,yes,no,28,IND,f,married,n,24h,at_least_one_hour
127430,I WENT TO TEMPLE,religion,yes,no,28,IND,f,single,y,24h,at_least_one_hour
127431,I WENT TO TEMPLE,religion,yes,no,28,IND,m,single,n,24h,at_least_one_hour
127432,Being able to make the chat feature work in my app made me happy.,career,yes,no,19,IND,m,single,n,24h,a_few_minutes
127436,Getting chicken wings for dinner.,food,yes,no,40,USA,m,married,y,24h,at_least_one_hour
127449,I ate ice cream.,food,yes,no,32,USA,m,married,y,24h,a_few_minutes
127458,I WENT TO COLLEGE.,education,yes,no,28,IND,m,married,y,24h,half_a_day
127463,I made a shopping in a new shopping mall with multiple varieties with good discount prices.,shopping,yes,no,49,IND,m,married,y,24h,half_a_day
127465,"my dad presented  me a new laptop surprisingly on my birthday i was so excited i can't forget that day in my life , that was my first surprise given by my dad.",party,no,yes,26,IND,f,married,y,24h,a_few_minutes
127474,I WENT TO COLLEGE.,education,yes,no,27,IND,m,married,n,24h,half_a_day
127476,"I was able to accomplish all the tasks that I was assigned this week at my work, with the last day of completion being today.",career,yes,no,26,PHL,f,single,n,24h,half_a_day
127498,"I felt a sense of satisfaction having completed, packaged, and mailed two orders for my company.",career,yes,no,48,USA,f,widowed,y,24h,at_least_one_hour
127515,I got a free drink at a bar.,food,no,no,24,USA,m,single,n,24h,all_day_im_still_feeling_it
127519,I slept throughout the night hugging the man that makes my heart beats fast and giving me laughs.I woke up this morning and I was happy,family,yes,yes,28,IND,m,married,y,24h,half_a_day
127534,I found out today I got a raise at my job that I was not expecting!,career,yes,no,26,USA,f,married,y,24h,NA
127535,I found out today I got a raise at my job that I was not expecting!,career,yes,no,26,USA,m,married,y,24h,all_day_im_still_feeling_it
127542,I got paid from some side work and it was more than I expected!,career,yes,no,52,USA,f,married,y,24h,half_a_day
127545,I was very happy when I went to the mall with my friends,shopping,yes,yes,42,IND,f,married,y,24h,half_a_day
127566,"My dad presented me a new lap top surprisingly on my birthday i was so excited i can't forget that day in my life, that was my first surprise given by my dad.",party|family,no,yes,27,IND,f,single,n,24h,at_least_one_hour
127615,"My daughter got her hair cut, and it made her so excited to pick our her new hairstyle all on her own.",family,no,yes,41,USA,f,married,y,24h,half_a_day
127638,I drank a really good double IPA,food,yes,no,50,USA,m,married,y,24h,at_least_one_hour
127678,"Learning my niece, who lives out of state, was in town and would be visiting made me happy.",family,no,yes,32,USA,f,married,y,24h,all_day_im_still_feeling_it
127691,"There was a huge thunderstorm that passed through my area yesterday and the sky got real dark in the middle of the day, the thunder boomed and the rain fell in a dramatic fashion; it always makes me happy to hear the rain.",weather,no,no,58,USA,m,married,y,24h,at_least_one_hour
127698,I taught a step class and another instructor complimented me on it.,education,yes,yes,41,USA,f,married,y,24h,a_few_minutes
