hmid,agency,social
16216,yes,no
16217,yes,no
16218,yes,yes
16219,yes,yes
16220,no,yes
16221,yes,no
16222,yes,yes
16223,yes,no
16224,yes,no
16225,yes,no
16226,yes,no
16227,no,yes
16228,no,yes
16229,yes,no
16230,yes,yes
16231,no,yes
16232,yes,yes
16235,yes,yes
16237,yes,no
16238,yes,no
16239,yes,yes
16240,no,yes
16241,yes,yes
16242,yes,no
16243,no,yes
16244,yes,yes
16245,yes,no
16246,yes,yes
16247,no,yes
16248,yes,no
16249,yes,no
16250,yes,no
16251,no,yes
16252,no,no
16253,yes,no
16255,yes,yes
16256,yes,yes
16258,no,yes
16259,yes,yes
16260,yes,yes
16261,no,yes
16262,yes,no
16263,yes,no
16264,yes,no
16265,yes,no
16266,yes,yes
16268,yes,yes
16271,yes,yes
16272,yes,no
16273,no,yes
16274,yes,yes
16275,yes,yes
16276,yes,no
16277,no,no
16278,yes,no
16279,yes,yes
16281,yes,yes
16282,yes,no
16283,yes,yes
16285,no,no
16286,yes,yes
16290,yes,yes
16291,no,yes
16292,no,yes
16293,yes,yes
16294,yes,no
16295,yes,no
16296,yes,yes
16297,yes,no
16298,yes,yes
16299,yes,no
16300,yes,no
16301,yes,yes
16303,yes,yes
16304,yes,yes
16305,yes,yes
16306,yes,yes
16307,yes,no
16308,yes,yes
16309,yes,no
16310,yes,yes
16311,yes,no
16312,yes,no
16313,yes,yes
16314,no,yes
16315,no,yes
16316,no,yes
16317,yes,no
16318,yes,yes
16319,yes,no
16321,no,yes
16323,yes,yes
16324,yes,no
16325,yes,yes
16326,yes,yes
16327,yes,no
16328,yes,no
16329,yes,yes
16330,no,yes
16331,no,yes
16332,yes,yes
16333,no,yes
16334,yes,yes
16336,yes,no
16338,yes,no
16339,yes,yes
16340,yes,no
16341,yes,yes
16342,yes,no
16343,yes,yes
16347,yes,no
16348,no,yes
16349,no,yes
16350,yes,yes
16351,yes,yes
16352,yes,yes
16353,yes,no
16354,yes,no
16355,yes,no
16359,yes,yes
16360,yes,yes
16361,yes,no
16364,yes,yes
16365,yes,yes
16366,yes,no
16367,no,no
16368,no,no
16369,no,yes
16370,yes,no
16371,yes,yes
16372,yes,no
16373,no,yes
16374,yes,yes
16375,no,yes
16376,no,yes
16377,no,yes
16378,yes,yes
16379,yes,yes
16380,yes,yes
16381,yes,no
16382,yes,yes
16383,yes,yes
16384,no,yes
16385,yes,no
16386,yes,yes
16387,yes,yes
16388,no,yes
16389,yes,yes
16390,yes,yes
16391,yes,no
16392,yes,no
16393,no,yes
16394,no,no
16395,yes,yes
16396,yes,no
16397,yes,yes
16398,yes,yes
16400,yes,no
16401,yes,yes
16402,yes,yes
16403,yes,yes
16404,yes,no
16405,yes,yes
16406,no,yes
16407,no,yes
16408,no,yes
16409,no,yes
16410,yes,yes
16411,yes,no
16412,yes,no
16413,yes,no
16414,yes,yes
16415,yes,no
16416,yes,yes
16417,yes,yes
16418,yes,yes
16419,no,yes
16420,no,yes
16421,yes,yes
16422,no,yes
16423,no,yes
16424,no,yes
16425,no,yes
16426,yes,yes
16427,no,yes
16428,no,no
16429,yes,no
16430,yes,yes
16431,yes,yes
16432,yes,yes
16433,no,yes
16434,no,no
16435,yes,yes
16436,yes,yes
16437,no,yes
16438,yes,yes
16439,no,yes
16440,no,yes
16441,yes,yes
16442,yes,yes
16444,yes,yes
16445,yes,no
16446,yes,no
16447,yes,no
16448,yes,no
16449,yes,yes
16450,yes,yes
16451,yes,yes
16452,yes,no
16453,yes,no
16454,yes,no
16455,yes,no
16456,no,yes
16457,yes,no
16458,yes,no
16459,yes,yes
16460,yes,yes
16461,yes,yes
16462,yes,yes
16463,yes,yes
16464,yes,no
16465,no,yes
16466,yes,yes
16467,yes,yes
16468,no,yes
16469,yes,no
16470,no,yes
16471,yes,yes
16473,no,yes
16476,yes,yes
16477,yes,yes
16478,no,yes
16479,no,yes
16480,yes,no
16481,no,yes
16482,no,yes
16483,yes,yes
16484,yes,yes
16485,yes,no
16486,yes,yes
16487,yes,yes
16488,no,yes
16489,yes,yes
16490,yes,no
16491,yes,no
16492,yes,yes
16493,yes,yes
16494,yes,yes
16495,yes,no
16496,yes,yes
16497,yes,yes
16498,yes,no
16500,yes,yes
16501,yes,no
16502,yes,yes
16503,yes,yes
16504,no,yes
16505,yes,yes
16506,yes,yes
16507,yes,yes
16508,no,yes
16509,yes,no
16510,yes,no
16511,yes,yes
16512,yes,no
16513,yes,no
16514,yes,yes
16516,yes,no
16517,no,no
16522,yes,no
16523,yes,no
16524,no,no
16525,no,yes
16526,yes,no
16527,yes,no
16528,yes,no
16529,no,yes
16533,yes,yes
16534,yes,no
16535,no,no
16536,yes,no
16537,yes,no
16539,yes,no
16540,yes,no
16541,yes,yes
16542,yes,no
16543,yes,yes
16544,no,yes
16545,no,no
16546,yes,no
16547,no,yes
16548,yes,no
16549,yes,no
16552,yes,yes
16553,yes,yes
16557,yes,yes
16558,yes,yes
16559,yes,yes
16560,no,yes
16561,no,yes
16562,yes,yes
16563,no,yes
16564,no,yes
16565,yes,no
16566,yes,no
16567,yes,no
16568,yes,no
16569,yes,yes
16572,no,yes
16573,no,yes
16574,yes,yes
16578,no,yes
16579,yes,no
16580,yes,yes
16586,yes,no
16587,yes,no
16588,yes,yes
16589,yes,yes
16590,yes,no
16591,yes,no
16592,yes,yes
16593,yes,no
16594,yes,yes
16595,yes,yes
16596,no,yes
16597,yes,no
16598,yes,no
16605,yes,no
16606,yes,yes
16607,yes,yes
16608,yes,yes
16609,yes,yes
16610,yes,yes
16611,yes,no
16612,yes,yes
16613,yes,no
16614,yes,no
16615,no,yes
16616,yes,yes
16617,yes,yes
16618,yes,yes
16619,yes,no
16626,yes,yes
16627,no,yes
16628,yes,yes
16630,yes,yes
16631,yes,no
16632,no,yes
16633,yes,no
16634,yes,no
16635,yes,no
16636,no,yes
16637,no,yes
16639,yes,no
16640,yes,no
16641,no,yes
16642,yes,yes
16643,no,yes
16644,no,yes
16645,no,yes
16646,no,yes
16647,yes,no
16648,yes,yes
16649,yes,yes
16653,yes,no
16654,no,yes
16655,yes,yes
16656,yes,yes
16657,yes,yes
16658,yes,yes
16661,yes,no
16662,yes,yes
16663,yes,no
16664,yes,no
16665,yes,no
16667,yes,yes
16674,no,yes
16675,yes,yes
16676,yes,yes
16677,yes,no
16678,yes,no
16679,yes,no
16680,yes,yes
16681,no,yes
16682,yes,yes
16683,yes,no
16684,yes,no
16685,no,no
16686,yes,no
16687,yes,no
16688,yes,no
16689,yes,yes
16690,yes,yes
16691,yes,yes
16692,yes,yes
16693,yes,no
16694,yes,yes
16695,yes,no
16696,yes,no
16697,yes,yes
16698,yes,yes
16699,yes,yes
16700,yes,yes
16701,yes,yes
16702,yes,no
16703,yes,no
16704,yes,no
16705,yes,no
16707,yes,no
16708,no,yes
16709,yes,no
16710,no,yes
16711,no,yes
16712,no,yes
16713,yes,yes
16714,no,yes
16715,no,yes
16716,yes,yes
16717,yes,yes
16718,yes,yes
16719,yes,yes
16720,no,yes
16721,yes,no
16722,yes,yes
16724,yes,no
16727,yes,yes
16728,yes,no
16729,yes,no
16730,yes,yes
16731,yes,no
16732,no,yes
16733,yes,no
16734,yes,yes
16735,yes,yes
16737,yes,yes
16738,yes,no
16739,no,yes
16740,no,yes
16741,yes,no
16742,no,yes
16743,yes,no
16744,yes,no
16745,yes,yes
16746,yes,no
16747,yes,no
16748,no,yes
16755,no,yes
16756,no,yes
16757,no,yes
16758,yes,yes
16759,yes,no
16760,yes,yes
16761,yes,yes
16762,no,no
16763,yes,yes
16764,no,yes
16765,yes,no
16766,no,yes
16767,yes,yes
16768,yes,no
16769,yes,yes
16770,yes,yes
16771,yes,no
16772,no,yes
16774,yes,no
16775,yes,no
16776,yes,no
16777,yes,yes
16778,yes,no
16779,yes,no
16780,yes,yes
16781,yes,no
16782,no,yes
16783,yes,yes
16784,no,no
16785,no,yes
16786,no,no
16787,no,yes
16788,yes,yes
16789,yes,yes
16790,no,yes
16791,yes,yes
16792,yes,no
16793,yes,no
16794,yes,no
16795,yes,no
16797,no,yes
16798,yes,yes
16799,yes,yes
16800,yes,yes
16801,yes,no
16802,yes,yes
16803,no,no
16804,yes,yes
16805,yes,yes
16806,yes,yes
16807,no,yes
16808,yes,yes
16809,no,yes
16810,yes,no
16811,yes,yes
16812,no,yes
16813,no,yes
16814,no,yes
16815,yes,no
16816,yes,yes
16817,yes,yes
16819,yes,no
16820,yes,yes
16821,no,yes
16822,yes,yes
16823,yes,no
16825,yes,yes
16826,no,yes
16827,yes,yes
16828,yes,yes
16829,yes,no
16830,no,yes
16831,yes,yes
16832,yes,yes
16835,yes,no
16839,yes,no
16842,yes,yes
16843,yes,no
16844,yes,no
16845,yes,no
16846,yes,yes
16847,yes,yes
16848,no,no
16849,yes,no
16850,yes,no
16851,yes,no
16852,no,yes
16853,yes,no
16854,no,yes
16855,no,yes
16856,no,yes
16857,no,yes
16858,no,yes
16859,yes,yes
16861,yes,no
16863,yes,yes
16864,no,no
16865,yes,yes
16866,yes,yes
16867,no,yes
16868,yes,no
16869,yes,yes
16870,yes,yes
16871,yes,yes
16872,yes,yes
16873,yes,no
16874,yes,yes
16875,no,yes
16876,yes,yes
16877,yes,yes
16881,yes,no
16882,yes,no
16883,yes,yes
16884,yes,yes
16885,no,yes
16886,no,yes
16887,yes,yes
16888,no,yes
16889,yes,no
16890,yes,no
16891,yes,no
16892,yes,yes
16893,yes,no
16894,yes,yes
16895,yes,yes
16896,yes,yes
16898,yes,no
16899,yes,yes
16900,no,yes
16901,yes,no
16902,no,yes
16908,yes,no
16909,no,yes
16910,no,yes
16911,no,yes
16912,yes,no
16913,yes,no
16920,no,yes
16922,yes,yes
16923,no,yes
16924,yes,yes
16925,yes,no
16926,yes,no
16927,no,yes
16928,no,yes
16932,yes,no
16933,yes,yes
16934,yes,no
16935,no,yes
16936,yes,yes
16937,yes,yes
16938,no,no
16939,no,yes
16940,no,yes
16941,yes,yes
16942,yes,no
16943,yes,no
16944,yes,yes
16945,yes,yes
16946,yes,yes
16949,no,yes
16953,yes,no
16954,yes,no
16955,yes,yes
16956,yes,yes
16957,no,yes
16958,yes,yes
16959,yes,no
16960,yes,yes
16961,yes,yes
16962,no,yes
16963,yes,no
16964,yes,yes
16965,yes,yes
16966,no,yes
16967,no,yes
16968,yes,yes
16969,yes,yes
16970,yes,no
16973,yes,no
16974,yes,yes
16975,yes,no
16976,yes,yes
16977,yes,yes
16978,yes,no
16979,yes,no
16980,yes,yes
16981,yes,no
16982,no,yes
16983,yes,no
16984,yes,no
16985,yes,no
16986,yes,no
16987,yes,no
16988,yes,no
16992,no,yes
16993,yes,no
16994,yes,yes
16995,yes,yes
16996,no,yes
16997,no,yes
16998,yes,no
16999,yes,no
17000,yes,no
17004,yes,yes
17005,yes,yes
17006,yes,no
17011,no,yes
17012,yes,no
17013,yes,yes
17014,yes,no
17015,yes,yes
17016,yes,yes
17017,yes,yes
17018,yes,no
17019,yes,yes
17020,yes,yes
17021,yes,no
17022,yes,yes
17023,yes,no
17024,yes,no
17025,yes,yes
17026,yes,no
17027,yes,no
17028,no,no
17029,yes,no
17030,yes,no
17031,no,yes
17032,yes,no
17033,no,yes
17037,no,yes
17038,no,yes
17039,yes,no
17040,yes,yes
17041,yes,yes
17042,no,yes
17043,yes,yes
17044,yes,yes
17045,no,yes
17046,no,yes
17047,no,no
17048,yes,yes
17049,yes,yes
17050,yes,no
17052,yes,yes
17053,yes,yes
17054,no,yes
17058,yes,yes
17059,no,yes
17060,no,yes
17061,yes,no
17062,yes,no
17064,no,yes
17065,no,yes
17066,yes,yes
17067,yes,yes
17068,yes,yes
17069,yes,yes
17072,yes,yes
17073,yes,no
17074,yes,yes
17075,yes,yes
17076,yes,yes
17077,yes,yes
17078,yes,no
17079,yes,no
17080,yes,no
17081,no,yes
17082,yes,yes
17083,yes,no
17084,yes,yes
17085,no,yes
17086,yes,yes
17088,yes,no
17089,yes,no
17090,yes,no
17091,yes,yes
17092,yes,yes
17093,yes,no
17097,yes,yes
17098,yes,yes
17099,yes,yes
17102,yes,yes
17106,yes,no
17107,yes,yes
17108,yes,no
17109,yes,yes
17111,yes,no
17112,no,yes
17113,yes,yes
17114,yes,yes
17118,no,yes
17119,no,no
17120,yes,yes
17121,yes,yes
17124,yes,no
17130,yes,no
17131,yes,no
17132,no,yes
17133,yes,no
17134,no,yes
17135,yes,no
17136,yes,yes
17138,no,yes
17139,no,yes
17140,yes,yes
17141,yes,yes
17146,no,no
17148,yes,no
17149,yes,no
17150,yes,yes
17151,yes,yes
17152,no,yes
17153,yes,no
17154,yes,yes
17155,yes,no
17156,yes,no
17157,yes,yes
17158,no,yes
17159,yes,no
17160,yes,no
17161,yes,yes
17162,yes,no
17166,yes,no
17167,no,yes
17168,no,yes
17169,yes,yes
17170,no,yes
17171,yes,no
17172,yes,no
17173,yes,no
17174,yes,no
17175,no,yes
17176,no,yes
17177,yes,no
17178,yes,yes
17179,yes,yes
17180,yes,no
17181,yes,yes
17182,yes,no
17183,yes,yes
17184,yes,no
17185,no,yes
17186,yes,no
17187,yes,no
17188,yes,no
17189,yes,yes
17190,yes,no
17191,no,yes
17192,yes,no
17193,yes,no
17194,yes,yes
17195,yes,no
17199,yes,yes
17200,yes,no
17201,yes,no
17202,no,yes
17203,yes,yes
17204,yes,yes
17206,no,yes
17207,no,yes
17209,yes,yes
17210,yes,yes
17211,yes,yes
17212,no,yes
17213,yes,yes
17214,no,yes
17215,yes,no
17216,yes,yes
17217,no,yes
17218,yes,yes
17219,no,yes
17220,yes,no
17221,no,no
17222,yes,no
17223,yes,yes
17224,no,yes
17225,no,yes
17229,yes,yes
17230,yes,no
17231,yes,no
17232,yes,no
17233,yes,no
17234,yes,yes
17235,yes,no
17236,yes,no
17237,yes,no
17241,yes,yes
17242,no,yes
17243,yes,yes
17245,yes,yes
17246,yes,no
17247,yes,yes
17248,yes,no
17249,yes,no
17250,yes,yes
17251,yes,yes
17252,yes,yes
17253,yes,yes
17254,yes,no
17255,yes,no
17259,yes,no
17260,yes,yes
17261,yes,yes
17262,yes,no
17263,yes,yes
17264,yes,yes
17265,yes,no
17266,yes,yes
17267,no,yes
17268,yes,no
17269,yes,yes
17270,no,yes
17271,yes,yes
17272,yes,yes
17273,yes,no
17277,no,yes
17278,no,no
17279,no,yes
17280,yes,yes
17282,yes,yes
17283,no,no
17284,yes,no
17285,yes,no
17286,yes,yes
17287,no,yes
17288,yes,no
17289,no,yes
17290,no,yes
17291,no,yes
17292,yes,yes
17293,yes,no
17294,yes,no
17295,yes,no
17296,no,yes
17297,yes,yes
17298,yes,yes
17299,yes,no
17300,yes,no
17301,yes,no
17302,yes,yes
17303,yes,yes
17304,no,yes
17305,yes,no
17306,yes,yes
17307,yes,yes
17308,yes,yes
17309,yes,yes
17310,yes,no
17311,yes,yes
17312,yes,yes
17313,no,yes
17314,no,yes
17315,no,yes
17316,yes,no
17318,yes,no
17319,yes,no
17320,yes,yes
17321,yes,yes
17322,yes,yes
17323,yes,no
17324,no,yes
17325,yes,no
17326,yes,no
17327,yes,no
17328,yes,yes
17329,yes,yes
17333,yes,yes
17334,yes,no
17335,no,yes
17336,yes,no
17337,yes,no
17338,yes,no
17339,yes,no
17341,yes,yes
17342,yes,no
17343,yes,yes
17344,yes,yes
17345,yes,no
17346,yes,yes
17347,yes,yes
17348,yes,no
17349,yes,yes
17350,yes,yes
17351,no,yes
17352,yes,no
17353,yes,yes
17354,yes,no
17358,yes,no
17359,yes,no
17360,yes,yes
17361,yes,yes
17362,yes,no
17363,yes,no
17364,yes,yes
17366,yes,no
17367,yes,no
17368,no,yes
17369,no,yes
17370,no,yes
17371,no,yes
17372,no,yes
17373,yes,no
17374,yes,no
17375,yes,no
17376,yes,no
17377,yes,no
17378,yes,no
17379,yes,yes
17380,yes,no
17381,no,yes
17383,yes,no
17384,yes,yes
17385,yes,yes
17386,yes,yes
17387,yes,yes
17388,yes,yes
17389,no,yes
17390,no,yes
17391,yes,no
17392,yes,yes
17393,yes,yes
17394,yes,no
17395,no,yes
17396,yes,yes
17397,yes,yes
17398,yes,yes
17399,no,yes
17403,yes,no
17404,yes,no
17405,yes,yes
17406,yes,no
17407,no,yes
17408,no,yes
17409,yes,yes
17410,yes,no
17411,no,yes
17413,yes,no
17414,yes,no
17415,no,yes
17417,yes,no
17418,yes,no
17419,yes,yes
17420,no,yes
17421,yes,no
17422,yes,yes
17423,no,yes
17424,yes,yes
17425,yes,yes
17426,no,yes
17427,yes,no
17428,yes,no
17429,no,yes
17431,no,yes
17433,yes,yes
17434,yes,no
17435,yes,yes
17436,yes,yes
17437,yes,no
17439,yes,no
17440,yes,no
17441,yes,no
17442,yes,no
17443,yes,no
17444,no,yes
17445,yes,yes
17447,yes,no
17448,yes,yes
17449,yes,yes
17450,no,no
17451,yes,yes
17452,yes,yes
17453,yes,yes
17454,no,yes
17455,yes,no
17456,no,yes
17460,no,yes
17461,yes,yes
17462,no,yes
17464,no,yes
17465,yes,no
17466,no,yes
17467,no,yes
17468,yes,yes
17469,no,yes
17470,no,yes
17471,no,yes
17472,yes,no
17473,yes,no
17474,yes,yes
17475,yes,yes
17476,yes,no
17477,yes,no
17478,yes,yes
17479,yes,yes
17480,yes,no
17481,yes,yes
17484,no,yes
17485,yes,yes
17486,yes,no
17490,yes,no
17491,no,yes
17492,yes,no
17494,no,yes
17496,yes,no
17497,yes,no
17498,yes,no
17499,yes,no
17500,yes,no
17501,yes,yes
17502,yes,no
17503,no,yes
17504,yes,no
17505,yes,no
17506,yes,no
17507,no,yes
17511,no,no
17512,yes,yes
17513,yes,yes
17517,yes,yes
17518,yes,yes
17519,yes,yes
17520,no,no
17521,no,yes
17522,yes,no
17523,yes,no
17524,yes,yes
17525,yes,no
17526,yes,yes
17527,yes,no
17528,yes,no
17532,yes,yes
17533,yes,yes
17534,yes,yes
17538,no,yes
17539,yes,no
17540,yes,no
17541,yes,no
17542,no,no
17543,yes,yes
17544,yes,yes
17545,yes,no
17546,no,yes
17547,yes,yes
17548,yes,no
17549,yes,yes
17550,yes,yes
17551,yes,no
17552,yes,yes
17553,no,yes
17554,yes,yes
17555,yes,yes
17556,yes,yes
17557,no,yes
17558,yes,no
17562,yes,no
17563,yes,no
17564,yes,no
17565,no,yes
17566,no,yes
17567,no,yes
17571,yes,yes
17572,no,yes
17573,yes,yes
17580,yes,yes
17581,yes,no
17582,yes,yes
17583,no,no
17584,yes,no
17585,no,yes
17589,yes,no
17590,yes,no
17591,yes,no
17592,yes,no
17593,yes,no
17594,yes,yes
17596,yes,no
17597,yes,yes
17599,no,yes
17600,yes,no
17601,yes,no
17602,yes,no
17603,yes,no
17604,no,yes
17605,yes,yes
17606,yes,no
17607,yes,yes
17608,yes,yes
17609,no,yes
17610,no,yes
17611,yes,no
17612,no,yes
17613,yes,no
17614,yes,no
17616,yes,no
17617,yes,no
17618,no,yes
17619,yes,yes
17620,yes,yes
17625,yes,yes
17626,yes,yes
17627,yes,yes
17628,yes,yes
17631,no,yes
17633,no,yes
17634,yes,no
17635,yes,yes
17636,no,yes
17637,no,yes
17638,yes,no
17639,yes,no
17640,yes,yes
17641,yes,no
17642,yes,yes
17643,yes,yes
17644,yes,no
17645,yes,yes
17649,yes,yes
17650,yes,no
17651,yes,no
17652,yes,no
17653,no,yes
17654,yes,yes
17656,yes,no
17657,yes,no
17658,yes,no
17659,yes,no
17660,yes,no
17664,yes,no
17665,yes,yes
17666,yes,no
17667,yes,no
17668,yes,no
17669,no,yes
17670,yes,no
17671,no,yes
17672,yes,no
17673,no,yes
17675,yes,no
17676,no,yes
17677,yes,yes
17678,no,no
17679,yes,yes
17680,yes,yes
17681,yes,no
17682,no,yes
17683,no,yes
17684,no,yes
17685,yes,yes
17686,yes,no
17687,no,yes
17688,yes,yes
17689,yes,no
17690,yes,yes
17692,yes,yes
17697,no,no
17698,yes,no
17699,no,yes
17700,yes,yes
17701,yes,no
17702,yes,yes
17706,no,no
17707,yes,no
17708,yes,yes
17709,yes,yes
17710,yes,yes
17711,yes,no
17712,yes,yes
17713,yes,no
17714,yes,no
17715,yes,no
17716,yes,yes
17717,yes,yes
17718,yes,yes
17719,yes,no
17720,yes,yes
17724,yes,no
17725,yes,no
17727,yes,yes
17728,yes,yes
17729,yes,yes
17731,no,yes
17732,no,no
17733,yes,yes
17734,yes,yes
17735,yes,yes
17736,yes,yes
17737,no,yes
17738,no,yes
17740,yes,no
17741,yes,no
17742,yes,yes
17743,yes,no
17744,yes,yes
17745,yes,yes
17746,yes,yes
17747,no,yes
17748,no,yes
17749,yes,yes
17750,no,yes
17751,yes,yes
17755,yes,yes
17757,no,yes
17758,yes,yes
17759,no,yes
17760,yes,no
17761,yes,yes
17762,yes,no
17764,no,yes
17765,no,yes
17769,yes,yes
17770,yes,yes
17771,yes,no
17775,no,yes
17776,yes,no
17777,yes,yes
17778,no,yes
17779,no,yes
17780,no,yes
17781,yes,no
17782,yes,yes
17783,yes,no
17784,yes,yes
17785,yes,no
17786,yes,yes
17787,no,yes
17790,no,yes
17791,no,yes
17792,yes,no
17793,yes,no
17795,yes,no
17796,yes,yes
17797,yes,no
17798,yes,yes
17799,yes,no
17800,yes,yes
17801,yes,no
17808,no,yes
17809,yes,yes
17810,no,yes
17811,yes,yes
17812,yes,yes
17813,yes,yes
17814,yes,yes
17815,no,yes
17816,no,yes
17817,yes,no
17819,yes,yes
17820,yes,no
17821,yes,yes
17823,yes,yes
17825,no,yes
17829,yes,yes
17830,yes,no
17831,yes,no
17832,yes,no
17833,yes,no
17834,no,yes
17838,yes,yes
17839,yes,yes
17840,yes,yes
17844,no,yes
17845,yes,yes
17846,yes,yes
17847,yes,yes
17848,yes,yes
17849,no,yes
17850,no,yes
17851,yes,yes
17852,no,yes
17856,yes,yes
17857,yes,yes
17858,yes,no
17859,yes,yes
17860,no,yes
17861,yes,no
17863,yes,no
17864,yes,no
17868,yes,no
17869,yes,no
17870,yes,yes
17872,no,yes
17874,no,yes
17875,no,yes
17876,yes,yes
17877,yes,yes
17878,no,yes
17879,yes,no
17880,yes,no
17881,yes,no
17882,yes,no
17883,yes,yes
17884,yes,yes
17885,yes,yes
17886,yes,no
17889,yes,no
17890,no,yes
17891,yes,yes
17892,yes,yes
17893,no,yes
17894,yes,no
17895,yes,yes
17896,yes,no
17897,yes,no
17901,yes,yes
17902,yes,no
17903,no,yes
17904,no,yes
17905,yes,no
17906,yes,yes
17907,yes,no
17908,yes,yes
17909,yes,yes
17910,yes,no
17911,yes,no
17912,no,yes
17916,yes,no
17917,yes,yes
17918,yes,no
17922,yes,yes
17923,yes,yes
17924,yes,yes
17925,yes,no
17926,no,yes
17927,yes,no
17928,yes,yes
17929,yes,yes
17930,yes,no
17932,yes,no
17933,yes,yes
17934,yes,yes
17935,yes,yes
17936,yes,yes
17937,yes,no
17938,no,no
17939,no,yes
17941,yes,yes
17942,yes,no
17943,yes,yes
17944,yes,no
17945,no,yes
17946,yes,no
17947,yes,no
17948,yes,yes
17949,no,yes
17950,yes,no
17951,yes,yes
17952,no,yes
17953,yes,no
17954,yes,no
17958,yes,yes
17959,yes,yes
17960,yes,no
17963,no,yes
17964,yes,yes
17965,yes,yes
17966,yes,no
17970,yes,yes
17971,yes,yes
17972,yes,yes
17973,yes,no
17974,yes,no
17975,yes,yes
17976,no,yes
17981,yes,yes
17982,yes,no
17983,yes,yes
17984,yes,yes
17985,yes,yes
17986,yes,yes
17987,yes,yes
17988,yes,no
17989,yes,no
17990,yes,yes
17993,yes,yes
18000,yes,yes
18001,no,yes
18002,yes,no
18003,yes,no
18004,yes,no
18005,no,yes
18006,yes,no
18007,yes,no
18008,yes,no
18009,yes,yes
18010,yes,no
18011,yes,yes
18012,yes,no
18013,yes,yes
18015,yes,yes
18016,yes,no
18017,yes,no
18018,yes,yes
18019,yes,yes
18020,yes,no
18021,yes,no
18022,no,yes
18023,yes,yes
18024,no,yes
18025,no,yes
18026,no,yes
18027,yes,yes
18028,yes,no
18029,yes,yes
18030,yes,yes
18031,no,yes
18032,no,yes
18034,no,yes
18036,yes,no
18037,yes,no
18038,yes,no
18039,yes,yes
18040,yes,yes
18041,yes,yes
18042,no,yes
18043,no,yes
18044,no,yes
18048,yes,yes
18049,yes,no
18050,yes,no
18051,yes,yes
18052,yes,no
18053,yes,no
18054,no,no
18055,yes,yes
18056,yes,no
18057,yes,yes
18058,no,yes
18060,yes,no
18061,yes,yes
18062,yes,yes
18063,no,no
18064,yes,yes
18065,yes,yes
18068,no,yes
18069,yes,no
18070,no,yes
18071,yes,no
18072,yes,yes
18073,yes,no
18074,yes,no
18075,yes,yes
18078,no,no
18079,yes,yes
18080,yes,yes
18081,yes,yes
18082,yes,yes
18083,yes,no
18084,yes,no
18085,yes,no
18086,yes,no
18087,no,yes
18088,no,yes
18089,yes,no
18090,yes,yes
18091,no,yes
18092,yes,yes
18093,no,yes
18094,yes,no
18095,yes,yes
18096,yes,yes
18097,no,yes
18098,no,yes
18099,yes,yes
18100,yes,yes
18101,yes,yes
18102,yes,no
18103,yes,yes
18104,yes,no
18105,yes,no
18106,yes,yes
18107,yes,yes
18108,yes,no
18109,yes,yes
18110,yes,yes
18111,yes,yes
18112,yes,yes
18113,yes,yes
18115,no,yes
18116,yes,no
18118,yes,no
18119,yes,no
18120,yes,yes
18121,yes,yes
18122,yes,yes
18123,yes,no
18124,no,yes
18125,yes,yes
18127,no,yes
18128,yes,yes
18129,no,no
18130,no,yes
18131,no,yes
18135,yes,yes
18136,no,yes
18137,yes,no
18139,yes,yes
18140,yes,yes
18141,yes,no
18142,no,yes
18143,yes,yes
18145,no,yes
18149,no,yes
18150,no,yes
18151,yes,no
18152,no,yes
18153,yes,yes
18154,yes,yes
18155,yes,yes
18156,yes,yes
18157,yes,no
18158,yes,yes
18159,yes,no
18160,yes,yes
18161,yes,no
18162,no,yes
18163,yes,no
18164,yes,yes
18165,no,yes
18166,no,yes
18167,yes,no
18168,yes,yes
18169,no,yes
18170,yes,no
18171,yes,no
18172,no,yes
18173,no,yes
18174,yes,no
18175,no,no
18176,yes,no
18178,yes,no
18180,yes,no
18181,yes,yes
18182,yes,no
18189,yes,no
18190,yes,yes
18191,no,yes
18194,yes,no
18196,yes,no
18197,yes,no
18198,no,yes
18201,yes,no
18202,yes,no
18203,yes,no
18204,no,no
18205,yes,no
18206,no,yes
18207,yes,no
18208,yes,no
18209,yes,no
18210,yes,yes
18211,yes,no
18212,yes,no
18213,no,yes
18214,yes,no
18215,yes,yes
18216,yes,no
18217,yes,no
18218,yes,yes
18219,yes,no
18220,yes,no
18221,no,yes
18222,yes,yes
18223,yes,yes
18224,yes,yes
18225,yes,no
18226,no,yes
18227,no,yes
18228,no,yes
18229,no,yes
18230,yes,yes
18231,yes,yes
18232,yes,yes
18233,yes,no
18234,yes,yes
18235,yes,no
18236,yes,no
18237,yes,no
18239,yes,no
18240,yes,no
18241,yes,no
18242,yes,no
18243,yes,no
18244,yes,yes
18245,yes,yes
18246,no,yes
18247,no,yes
18248,yes,yes
18249,yes,yes
18250,yes,no
18251,yes,no
18256,yes,yes
18257,yes,no
18258,no,yes
18259,yes,yes
18260,yes,no
18261,yes,yes
18262,no,no
18263,no,yes
18267,no,yes
18268,yes,yes
18269,yes,yes
18273,yes,no
18274,no,yes
18275,no,no
18276,yes,yes
18277,no,yes
18278,no,no
18279,no,no
18280,yes,no
18281,no,no
18283,yes,no
18285,no,yes
18286,yes,no
18287,yes,no
18290,no,yes
18291,yes,no
18292,yes,no
18293,yes,no
18294,yes,yes
18295,yes,yes
18296,yes,no
18297,yes,no
18298,yes,no
18299,yes,no
18301,no,yes
18303,yes,no
18304,no,yes
